"","X","reviews","ratings"
"2890",439,"No tan buena como la primera pero esta película es buena para la depresión,te sacará una sonrisa",4
"2891",440,"More good fun! Good concept, good execution!",4
"2892",441,"esta entre zzz y ser entretenida",3
"2893",442,"Has a few funny jokes but finishes off with an unnecessary and poorly animated action set piece, making this a lacking sequel. I still find the animation off putting, more so than the previous film because there's not much to distract me from it here.",2
"2894",443,"I hated this movie, a terrible sequel to a movie I thought was really funny. The plot goes in all kind of incoherent directions and I honestly hated Drac. He's so unlikably selfish in this movie that it's borderline awful to think his part in the plot is the primairy storyline. The worst part of it all however is the ending. Just when you thought Drac's predictable character development has finally passed by and you can stop disliking him for his selfish needs, this out of nowhere villain appears to give the movie a climax, and it all ends with a lame-ass fight scene with overexaggerated animation that makes the action more stilted than engaging.",2
"2895",444,"This movie was a pretty decent watch! Second best in the trilogy though. I did like it a lot, and is pretty memorable.",4
"2896",445,"It is better than he original with a new character here, but the cheesy jokes and the weird dancing all the time made it loose a good star from me.",4
"2897",446,"Better than the original, but still not a great movie by a long shot.",4
"2898",447,"This is a fun little movie to let roll around in your head if you're a homeowner or someone who would like to one day become one.  I did lose track of what the big deal they were working on actually was and how it constituted as anything that was real and worth anything.  Still an enthralling watch.",4
"2899",448,"Solid movie with a solid cast, though I could stand to see Andrew Garfield a little less weepy looking; it's okay to emote without looking so moist Andrew.

The movie definitely knows how to pull at your heartstrings, though Michael Shannon's character, ostensibly the bad guy of the film (and he does do some illegal and unethical things) is right about a lot more than he is wrong about; a fact likely overlooked by most audiences.

A tense, dramatic look at a facet of our economy that strikes at the very heart of what we consider to be right and wrong and how that impacts one of humanity's basic needs.",4
"2900",449,"99 Homes tackles increasingly relevant yet to some degree historic themes in a splendid, mostly realistic examination of the seedy side of capitalism and the trials of those consigned to roles at the bottom of the United States society. Some of the drama appears overwrought and the character arc of Garfield's protagonist quite predictable, but his work along with fellow headliners Dern and Shannon do the business. I also want to mention the minor actors in the film, as every line seemed weighted and directed to perfection despite the film's small scale and the actors' small parts. Moral decay and critiques of the government and society are all too common in Hollywood, ironically from those feeding from the top, but 99 Homes never loses its genuine tone of fury mixed with a surprising understanding and sympathy for those acting as cogs in the brutal business machine throughout a screenplay that combines a thoughtfulness with the necessary brashness and ignorance of the culture.",4
"2901",450,"Stealing others' roofs to provide one for your family. That is what Dennis Nash had to do in the Ramin Bahrani's anguishing thriller. Michael Shannon and Andrew Garfield brought everything to the table and delivered on a wonderful script; and told a powerful story keeping you always thinking ""what will happen next"" all the way to the end. Until we are the ones that are evicted on a conclusive ending. As fast as the movie started, it stopped. There was much more that could have been portrayed and resolved from the character of Dennis Nash and the outcome of his business with Rick Carver. If twenty more minutes were added to this film, it probably would have been as close as possible to being perfect. Since it didn't happen I guess I will have to pack my bags and figure out where to go.",4
"2902",451,"It has a good consistent plot.",4
"2903",452,"Michael Shannon is excellent as a real estate representative who works with banks to foreclose on properties and evicting people from their homes. Andrew Garfield and Laura Dern play a mother and son who lose their home to Shannon's foreclosure. 
Desperate for money Garfield begins to work for Shannon and sees what it's like on the other side but at what cost. 
Really great film with phenomenal performances from the three main stars.",4
"2904",453,"Sollte jeder mal gesehen haben vor allem Menschen in der sozialen Branche.",5
"2905",454,"99 Homes is a solid drama with a base plot about the after effects of the housing boon ending abruptly and the recent economic recession costing thousands of people their family homes. The banking system and real estate brokers act together to foreclose on homes when mortgage payments get too far behind, loans are defaulted on. But the film is actually the people who are affected most by these actions and how drastically it can change them.
Michael Shannon gives his usual brilliant performance, here as a real estate broker who sees all those who he takes advantage of or work for him as beneath him; something to be used for his great financial and egotistical gains. Andrew Garfield is his equal here as Dennis Nash, one of those thousands who lost their source of income when the housing market crashed, and so he lost his family home as well. He then gets a chance to get it back, but it means subjugating, debasing himself and his moral compass (also very much a class-based sense of self) by working for broker Carver. Now he is the one giving the tragic news to now former home owners. Just how far can he submerge his true self in this for that home and tremendous monetary gain in the face of the outright suffering it brings all these people who are very much just like him? We see him later at Carver's party at this swank house with beautiful people, including one on his arm to go with Carver's giggly 'sweetheart' he cheats on his own wife with.
Great work from director Ramin Bahrani and co-writer Naderi on a lean, focused movie with consistent strong tone that keeps you locked  into the moral struggle at work here. We see decent hardworking people turned into shells of their formers selves; from withering figures to violent, raving hostiles. There's a final act that works so well and is essential to Nash's ultimate decision on which path to take which in less skilled, confident hands could well have been one of porous melodrama. 3.7 stars",4
